Country,ISO3,Indicator,Technology,Energy_Type,Unit,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
Chile,CHL,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,2.0,2.0,2.0,2.0,2.0,2.0,20.0,20.0,163.0,163.0,184.0,202.0,294.702,731.931,906.898,1034.198,1305.448,1523.83,1620.074,2340.396,3137.006,3829.679
"China, P.R.: Hong Kong",HKG,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),,,,,75.0,72.0,82.0,106.0,63.0,73.0,80.0,85.665,81.668,72.41,85.988,71.917,89.196,88.784,89.808,93.067,91.657,141.05,150.05
"China, P.R.: Hong Kong",HKG,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,,,16.613,44.613,44.613,52.256,52.256,52.256,58.203
"China, P.R.: Hong Kong",HKG,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),31328.0,32430.0,34312.0,35506.0,37376.0,38615.0,44417.0,44642.0,41703.0,38726.0,38290.0,39025.0,38750.0,39252.0,39803.0,37921.0,38146.0,36911.0,36458.0,36775.0,35004.08,36797.5,35766.0
"China, P.R.: Hong Kong",HKG,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),11568.0,11568.0,11606.0,11683.0,9703.0,11804.0,12320.0,12644.0,12624.0,12644.0,12624.0,12624.0,12625.0,12625.0,12625.0,12625.0,10668.0,10510.0,10300.0,10243.0,10497.2,10751.4,10583.0
"China, P.R.: Hong Kong",HKG,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,1.281,1.708,1.708,1.708,2.848,3.07,3.077,1.512,1.512,1.512
"China, P.R.: Hong Kong",HKG,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.66
"China, P.R.: Hong Kong",HKG,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,1.0,1.0,2.293,2.68,3.384,3.581,3.958,4.346,5.895,6.458,15.699,52.235,120.359,179.168
"China, P.R.: Hong Kong",HKG,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,,,,1.0,1.0,89.0,91.0,95.341,184.8
"China, P.R.: Hong Kong",HKG,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,0.793,0.793,1.063,1.257,1.092,1.158,1.08,0.793,1.127,1.043,0.988,1.026,0.832,0.832
"China, P.R.: Hong Kong",HKG,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,,,,0.803,0.803,0.803,0.803,0.803,0.8
"China, P.R.: Mainland",CHN,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),2421.0,2438.0,2430.0,2422.0,2414.0,5200.0,7000.0,9740.0,14715.0,20700.0,18690.875,21201.405,24044.457,28924.14,34591.993,40738.408,49403.788,59991.705,67300.603,82250.0,98200.0,117800.0,129700.0
"China, P.R.: Mainland",CHN,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),1100.0,1120.0,1652.0,1850.0,1900.0,2000.0,2500.0,3000.0,3270.0,4600.0,3446.401,3807.709,4617.185,6088.985,6652.573,7976.877,9269.499,11234.0,13235.0,16537.072,21855.0,27345.0,29390.0
"China, P.R.: Mainland",CHN,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),1113307.6,1182606.6,1337490.6,1579992.6,1795446.9,2043208.0,2365152.0,2718559.4,2787001.0,2983009.6,3336695.1,3826812.599,3881003.0,4215889.001,4224905.249,4235554.371,4361629.446,4656605.197,5005749.36,5107845.54,5197280.0,5640780.0,5705850.0
"China, P.R.: Mainland",CHN,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),236900.0,251880.0,264348.0,288150.0,327100.0,389000.0,481500.0,552000.0,597730.0,647400.0,702436.36,763401.082,813919.19,862300.92,909644.007,979891.613,1029600.514,1072776.0,1126270.0,1167024.147,1216020.0,1259720.0,1295650.0
"China, P.R.: Mainland",CHN,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),219782.0,274802.0,285342.0,281052.0,350912.0,394076.64,432531.28,480558.508,579828.88,608439.28,711370.0,688050.0,862797.0,909610.0,1051150.0,1114515.0,1162589.0,1165117.0,1198890.0,1272540.0,1322010.0,1300600.0,1303900.0
"China, P.R.: Mainland",CHN,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),74352.0,77700.0,81070.0,89896.0,100242.0,111790.0,124090.0,139285.0,162403.919,182590.188,199127.181,214597.5,229137.976,258907.5,282750.0,296500.0,305380.493,314384.938,322271.434,327750.0,338670.0,354530.0,367710.0
"China, P.R.: Mainland",CHN,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),37.105,43.112,67.81,81.16,93.608,137.052,155.067,191.43,234.855,345.018,729.563,1998.763,4391.763,8798.563,23758.332,39986.646,67874.141,118266.601,178070.754,224541.518,261639.073,327551.088,428163.103
"China, P.R.: Mainland",CHN,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),33.515,38.02,56.53,66.6,76.6,141.2,160.2,199.0,253.0,414.8,1021.8,3107.8,6718.8,17758.8,28398.8,43548.8,77818.8,130832.29,175261.864,204970.8,253863.8,306972.8,393031.8
"China, P.R.: Mainland",CHN,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),615.0,749.0,873.0,1039.0,1332.0,1600.0,2800.0,5700.0,11400.0,24900.0,49071.131,71652.809,103012.817,138558.194,160205.533,185965.136,242387.699,305015.476,366452.204,406559.694,467037.418,656705.143,763342.867
"China, P.R.: Mainland",CHN,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),341.0,383.0,449.0,547.0,763.0,1060.0,2070.0,4200.0,8387.728,17599.408,29633.478,46354.6,61596.873,76730.53,96819.13,131047.73,148516.89,164374.477,184664.877,209581.91,281992.67,328973.43,365964.19
Colombia,COL,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),696.062,724.308,752.806,769.265,789.468,820.178,604.352,574.652,568.676,743.542,788.785,1006.605,1039.036,1091.649,1297.479,1380.877,1417.789,1566.221,1710.327,1656.992,1712.19,1841.562,1760.248
Colombia,COL,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),80.0,80.0,80.0,80.0,80.0,80.0,94.0,94.0,94.059,114.059,173.759,180.059,182.059,186.559,214.559,236.559,257.009,310.249,320.249,320.209,328.709,351.229,352.929
Colombia,COL,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),10693.092,11286.092,10728.092,9993.092,9248.092,10107.092,10551.092,10319.54,9065.54,15400.092,17452.092,11306.092,13798.166,22518.24,21782.412,27236.632,24498.68,16712.395,18738.577,24493.529,27688.164,21555.131,22319.921
Colombia,COL,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),4557.5,4573.5,4478.5,4457.4,4568.3,4486.15,4399.75,4490.161,4548.65,4568.45,4295.45,4744.45,4680.35,4723.35,4657.35,5038.85,5084.25,5126.632,5551.063,5634.745,5599.28,5916.687,6140.905
Colombia,COL,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),32074.0,31798.0,33968.0,36174.0,40077.0,39803.0,42742.0,44445.0,46403.0,41050.0,40401.0,48878.0,47582.0,50260.0,47870.0,48568.836,49096.836,61441.406,59934.025,54595.11,49978.041,62336.975,62259.235
Colombia,COL,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),8274.67,8682.23,9042.01,8861.59,8925.79,8948.09,8947.39,8991.13,8996.56,8997.11,9043.91,9718.31,9776.768,9868.188,10899.878,11500.866,11611.416,11730.946,11841.886,11926.013,11954.197,11949.067,12553.422
Colombia,COL,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,14.388,20.999,142.805,207.677,356.31,635.215
Colombia,COL,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),0.6,0.989,1.029,1.069,1.092,1.121,1.164,1.184,1.231,1.255,1.274,1.308,1.322,1.383,1.418,1.463,1.52,11.32,13.377,23.086,82.718,180.975,480.043
Colombia,COL,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,51.0,50.0,62.981,49.891,53.918,57.708,38.57,41.272,54.855,57.625,70.23,68.377,50.887,3.071,43.437,63.324,10.117,60.462,74.298
Colombia,COL,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,20.0,10.0,18.42,18.42,18.42,18.42,18.42,18.42,18.42,18.42,18.42,18.42,18.42,18.42,18.42,18.42,18.42,18.42,18.42
"Comoros, Union of the",COM,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),35.0,32.0,26.891,27.794,36.004,37.904,35.04,46.8,43.0,46.4,63.6,57.4,58.4,56.1,52.5,37.9,50.12,50.12,50.12,50.12,50.12,50.12,50.12
"Comoros, Union of the",COM,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),12.7,12.7,11.3,11.6,24.052,17.5,16.3,14.04,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6
"Comoros, Union of the",COM,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),,,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,
"Comoros, Union of the",COM,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),,,0.61,0.61,1.448,1.448,1.448,1.448,1.448,1.448,1.448,1.448,1.448,1.448,1.448,1.448,1.448,1.448,1.448,1.448,1.448,1.448,1.448
"Comoros, Union of the",COM,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,,,1.151,1.638,1.638,1.666,1.648,0.517,0.049
"Comoros, Union of the",COM,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,,,0.805,1.146,1.146,1.165,1.152,0.362,4.034
"Congo, Dem. Rep. of the",COD,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,5.676,7.779,7.779,7.779,7.779,7.779
"Congo, Dem. Rep. of the",COD,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,2.16,2.96,2.96,2.96,2.96,2.96
"Congo, Dem. Rep. of the",COD,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),5.987,5.987,5.987,5.987,6.891,7.193,7.229,7.582,7.246,7.641,7.517,7.199,37.207,8.349,8.728,163.055,61.567,83.067,119.168,104.89,7.007,2.692,5.552
"Congo, Dem. Rep. of the",COD,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,29.0,39.0,26.0,28.0,28.0,29.0,29.0,29.0,31.84,31.84,31.84,31.84,75.574
"Congo, Dem. Rep. of the",COD,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),5996.0,5974.0,6110.0,5981.283,6883.931,7186.291,7221.641,7574.771,7238.507,7633.413,7509.701,7191.898,7557.63,8340.821,8719.769,8766.746,8827.527,9406.162,10517.343,11497.144,12563.875,13241.979,13302.845
"Congo, Dem. Rep. of the",COD,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),2398.0,2413.0,2413.0,2418.0,2418.0,2418.0,2418.0,2418.0,2417.0,2417.0,2417.0,2417.0,2417.0,2417.0,2417.0,2417.0,2429.0,2439.8,2597.8,2607.7,2607.7,2607.7,2932.452
"Congo, Dem. Rep. of the",COD,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,0.029,0.111,0.498,1.614,1.734,5.906,7.258,10.666,12.26,17.006,1055.045,2113.843
"Congo, Dem. Rep. of the",COD,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,0.023,0.087,0.389,1.261,1.355,4.614,5.67,8.333,9.578,14.388,17.713,22.365
"Congo, Rep. of",COG,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),27.401,27.485,27.569,30.431,30.732,30.736,29.396,29.196,29.696,30.396,30.851,31.177,31.224,31.465,30.944,31.093,31.591,31.735,31.841,31.841,31.841,31.841,31.841
"Congo, Rep. of",COG,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2
"Congo, Rep. of",COG,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),0.85,0.14,0.57,56.86,67.79,78.63,80.8,72.1,86.4,186.0,343.3,501.7,713.0,833.0,1139.5,1439.3,1645.7,1648.7,1573.4,1573.4,1573.4,1573.4,1573.4
"Congo, Rep. of",COG,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),28.0,28.0,53.0,53.0,53.0,53.0,53.0,110.5,110.5,110.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,426.66,426.66,426.66,596.66,596.66,596.66
"Congo, Rep. of",COG,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),58.0,334.45,396.33,342.03,329.63,355.37,372.3,334.6,375.3,329.6,429.8,790.8,987.2,953.9,1038.1,1098.2,1131.9,1202.9,1046.0,1046.0,1046.0,1046.0,1046.0
"Congo, Rep. of",COG,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,194.0,194.0,194.0,194.0,200.5,213.9,213.9,213.9,213.9,213.9,213.9
"Congo, Rep. of",COG,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,0.004,0.019,0.024,0.026,0.051,0.073,0.082,0.08,0.668,0.723,0.819,0.819
"Congo, Rep. of",COG,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,0.003,0.015,0.018,0.02,0.04,0.057,0.064,0.062,0.522,0.565,0.64
Cook Islands,COK,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),24.684,25.824,27.702,29.105,29.721,30.257,32.135,33.68,33.534,32.644,33.719,33.576,32.886,31.633,31.194,29.33,29.588,30.767,31.815,29.314,25.01,26.552,30.337
Cook Islands,COK,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),6.545,6.545,7.345,7.345,7.345,7.345,10.045,10.045,10.045,12.561,12.606,12.606,12.75,12.75,12.75,13.55,18.35,18.35,18.35,18.35,18.35,18.35,18.35
Cook Islands,COK,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.946,1.436,3.461,4.668,5.858,10.171,9.805,8.882,7.117,7.18
Cook Islands,COK,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.711,1.671,2.897,3.011,3.011,4.833,5.57,5.57,5.57,5.57
Cook Islands,COK,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,0.001,0.024,0.024,0.006,0.002,,,,,,,,,,,,,,,
Cook Islands,COK,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,0.04,0.04,0.04,0.04,0.04,,,,,,,,,,,,,,,
Costa Rica,CRI,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),17.0,10.142,11.938,11.648,17.719,24.616,19.013,17.254,23.733,48.462,65.723,69.324,84.696,93.774,92.584,100.941,93.173,106.179,95.331,90.714,77.548,86.553,74.756
Costa Rica,CRI,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),12.0,12.0,12.0,16.5,24.0,27.7,27.72,23.72,23.78,43.78,43.85,44.445,45.075,47.302,44.322,49.102,49.102,49.102,61.602,80.102,80.461,80.759,80.761
Costa Rica,CRI,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),62.3,99.957,122.351,157.147,66.48,270.863,533.148,722.244,676.774,451.209,641.175,863.342,830.284,1195.997,1043.203,108.12,193.026,37.415,158.551,95.636,23.731,2.86,92.115
Costa Rica,CRI,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),274.191,274.191,305.569,395.569,395.569,395.569,422.269,422.269,633.0,659.8,723.07,612.6,612.6,595.69,595.69,595.69,571.69,571.69,571.69,474.111,474.111,425.961,380.961
Costa Rica,CRI,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),5684.099,5658.167,5970.362,6021.868,6514.501,6637.084,6601.001,7183.013,7383.655,7226.21,7263.939,7136.269,7234.848,6852.69,6718.798,8068.225,8027.591,8678.606,8344.542,7828.306,8295.964,9287.359,9450.354
Costa Rica,CRI,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),1225.467,1225.467,1270.983,1295.634,1303.634,1303.634,1411.514,1500.456,1524.267,1510.702,1553.635,1644.335,1700.805,1725.763,1834.656,1935.86,2328.604,2328.604,2373.168,2343.637,2331.762,2379.359,2331.023
Costa Rica,CRI,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),0.337,0.41,0.483,0.556,0.629,0.702,0.731,0.76,0.789,0.818,0.85,1.064,2.059,4.468,8.474,13.728,20.425,23.388,49.146,71.4,82.805,107.488,106.36
Costa Rica,CRI,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),0.235,0.286,0.337,0.387,0.438,0.489,0.509,0.529,0.549,0.57,0.592,0.741,2.238,3.108,5.468,9.493,14.24,19.809,32.736,48.444,56.792,73.869,73.869
Costa Rica,CRI,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),182.7,185.503,258.876,229.986,257.538,203.572,273.497,241.058,198.165,326.196,358.689,414.487,528.397,484.583,734.767,1079.522,1147.305,1287.692,1798.888,1796.358,1459.456,1573.311,1369.245
Costa Rica,CRI,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),42.45,62.25,62.25,68.55,68.55,68.55,68.55,69.92,69.92,119.625,119.625,132.785,148.085,148.085,196.465,278.145,319.145,377.825,407.775,410.92,393.52,390.22,390.22
Côte d'Ivoire,CIV,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),3016.118004,3080.076004,3552.002004,3234.502004,3624.702004,4100.202004,4003.002004,3683.202004,3742.902004,3638.502004,4241.602004,4222.702004,5119.602004,5927.032004,6250.8,7175.18,8559.0,7907.9,7042.0,10620.0,11216.0,11430.0,12151.0
Côte d'Ivoire,CIV,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),625.1408,625.1408,625.1408,625.1408,625.1408,625.1408,625.1408,625.1408,625.1408,625.1408,814.1408,814.1408,851.1408,951.1408,1066.1408,1210.1408,1325.1408,1325.1408,1325.1408,1355.1408,1355.1408,1395.1408,1576.1408
Côte d'Ivoire,CIV,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),1764.0,1800.0,1729.0,1832.0,1748.0,1433.0,1510.0,1797.0,1898.0,2131.0,1618.0,1774.0,1789.0,1605.87,1914.0,1352.5,1529.1,2047.2,2962.0,3481.0,3376.0,2627.0,2864.0
Côte d'Ivoire,CIV,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,879.0,879.0,879.0,879.0,879.0,879.0
Côte d'Ivoire,CIV,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,,0.4,0.6,1.3,2.7,5.5,8.3,10.1,11.7
Côte d'Ivoire,CIV,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,0.009,0.284,0.45,1.007,2.097,4.206,6.402,7.749,8.999
"Croatia, Rep. of",HRV,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),1.0,,,,4.0,14.0,11.0,8.0,20.7,20.6,33.1,55.0,93.8,125.2,165.0,265.7,430.9,525.6,668.1,878.4,978.3,1099.8,1128.8
"Croatia, Rep. of",HRV,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.5,7.5,9.5,14.5,18.5,23.5,24.5,52.5,62.5,86.6,115.4,127.4,135.3,154.4,160.5
"Croatia, Rep. of",HRV,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),4809.0,5590.0,6854.0,7734.0,6264.0,5997.0,6276.0,7802.0,6939.3,5886.4,5497.9,5955.0,5331.2,4671.8,3499.0,3728.3,4251.1,4667.5,3766.4,4307.0,4686.7,4581.5,5155.6
"Croatia, Rep. of",HRV,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),1675.0,1675.0,1865.0,1843.0,1843.0,1793.9,1793.9,1805.9,1805.9,1885.9,1885.9,1886.9,1872.9,1820.4,1827.2,2054.2,2054.2,2054.5,2026.6,1643.6,1407.3,1382.8,1389.1
"Croatia, Rep. of",HRV,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),6452.9,7180.4,5851.8,5457.8,7626.6,7036.5,6617.0,4700.1,5780.0,7408.801,9126.203,5031.887,4837.1,8621.7,9006.22,6390.636,6852.099,5307.4,7700.9,5826.1,5662.4,7127.7,5459.7
"Croatia, Rep. of",HRV,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),2067.0,2067.0,2054.0,2064.0,2071.0,2065.0,2065.0,2063.0,2063.0,2080.0,2129.0,2129.0,2129.0,2178.0,2180.1,2195.1,2192.1,2193.0,2199.5,2199.7,2199.5,2200.5,2205.7
"Croatia, Rep. of",HRV,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,0.091,0.12,0.137,2.404,11.283,35.174,57.264,65.541,78.7,74.9,83.1,95.5,148.9,151.9
"Croatia, Rep. of",HRV,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,0.3,0.3,0.3,4.0,19.0,33.0,47.8,55.8,60.0,67.7,84.8,108.5,138.3,222.0
"Croatia, Rep. of",HRV,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,2.0,10.0,19.0,34.9,39.9,54.2,139.1,201.0,328.746,517.287,729.97,796.295,1014.248,1204.0,1335.4,1467.3,1720.7,2061.8,2137.8
"Croatia, Rep. of",HRV,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,6.0,6.0,17.0,17.0,17.0,70.0,79.0,130.0,180.0,254.0,339.0,418.0,483.0,576.1,586.3,646.3,801.3,986.9,986.9
Cuba,CUB,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),944.2,930.3,938.5,720.1,788.6,419.5,406.1,412.834,553.7,534.8,446.2,453.8,551.0,696.6,637.21,704.119,687.719,623.619,445.419,522.911,564.219,541.819,393.219
Cuba,CUB,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),759.9,814.4,481.9,572.3,369.8,587.1,355.5,456.5,456.5,456.5,458.5,453.9,429.4,379.6,408.96,440.36,405.36,442.36,464.36,370.26,476.36,481.809,439.651
Cuba,CUB,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),13642.0,13937.5,14256.9,14585.9,14385.4,14471.1,15598.8,16721.7,16633.926,16704.9,16475.627,16825.5,17566.3,18131.81,18420.61,19331.546,19427.114,19501.528,19873.06,19618.88,17922.924,16857.842,14921.904
Cuba,CUB,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),3379.2,3449.1,3329.8,3244.8,3244.7,3320.2,3413.6,4842.0,4789.8,4945.6,5241.6,5305.0,5117.6,5372.4,5608.2,5688.2,5847.1,5793.8,5905.12,5825.7,5809.4,5891.9,5393.8
Cuba,CUB,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),89.0,75.0,106.4,127.7,87.6,67.7,93.5,121.4,138.309,150.8,96.6,99.2,110.9,127.3,104.1,48.3,64.2,82.573,145.5,127.829,115.229,123.029,123.529
Cuba,CUB,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),57.4,57.4,57.4,57.4,58.5,48.2,48.2,40.9,60.1,57.9,62.5,65.0,62.1,62.8,62.8,62.8,65.9,65.9,64.0,65.9,66.5,66.5,66.6
